id,description,hierarchy_levels,type
13666d7d-41a8-42b6-80ba-34ea6a64667f,particle animation,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
136e0cab-0b19-48f7-9086-745d615f416b,customer segmentation,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
137833bd-aa42-47b5-8005-dd004060c8b5,airport planning,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
13945aaa-3a43-4846-9380-ff076319b1a4,laws on the transportation of dangerous goods,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
13af7f6b-6d72-4e7d-86f6-3e6d1bd6ef7a,clinical immunology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
13bdd41a-2a18-441f-96db-41252c519413,Visual Studio .NET,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
13bf8e76-044a-43c3-9924-ee6d99b50a9f,wine characteristics,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
13d1b916-0ee9-4ee1-b762-56a9feade16c,health and safety in the textile industry,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
13d96098-2ff0-46b8-b326-b7c0e18cc1f1,nutrition,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
13e3ad0e-7e5b-4499-885a-5f7dbfe3fc03,SA8000,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
13f22eb5-e3a8-405a-9d89-c8124d4a239a,good manufacturing practices,"[['K', 'K07', 'K072', 'K0729']]",preferredLabel
13f56e40-eb4c-41d4-82e4-850f6f356581,fisheries management,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
13ff6bf6-e84e-411c-908c-171d8d330d8d,blanching machine process,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
14026826-61f5-4476-a217-4e4d62e86b4f,quality criteria for storage facilities,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
14029d35-3831-4176-be75-da64e6024e6f,alarm systems,"[['K', 'K10', 'K103', 'K1032']]",preferredLabel
14239d25-1ffc-4236-895c-958f5d72267f,types of essential oils,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
142f3f7f-f15f-412e-a5fe-f75755b5dbe0,materials science,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
142f7164-fe09-49ec-af18-7c9e86269d9e,battery fluids,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
14764a75-3104-4875-ba1d-57c059b9b013,telecommunications engineering,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
1492f016-379c-4dbe-a3f6-6b486c103b8f,bobath therapy,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
1493ddb4-9a46-4e00-b9c8-d8e1c64e8f34,conditions for professional practice of clinical psychology,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
1496ae24-9ccb-4470-8ed0-5b7b64253b35,oral surgery,"[['K', 'K09', 'K091', 'K0911']]",preferredLabel
149e5f0d-eb46-4e75-9265-e91f6b2ca596,social innovation,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
14c9635f-1afe-41a1-997e-7b406751e033,organism taxonomy,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
14ced458-5f4b-495f-bd3d-9c240614bda0,Adobe Photoshop,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
14d00c3e-b335-4a51-8f3f-649441683d5a,seismology,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
14ef75cd-ca1f-49c9-9478-ee611b7778fc,psychological diagnostics,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
14f9a27c-d52e-4e3d-9819-e564d4ec3d71,art collections,"[['K', 'K02', 'K021', 'K0213']]",preferredLabel
14fdac88-6d4a-4e47-9df5-02c6d1e86fdd,IBM InfoSphere DataStage,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
152119f5-d0a2-4429-87c4-9f785fb807b5,electric clocks,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
1536a96f-9dab-4386-85e7-29f2a2edef9e,wood moisture content,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
1557a239-5ed4-48e6-9536-d1ac6eaefcf3,gas market,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
1565b401-1754-4b07-8f1a-eb5869e64d95,climate change impact,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
1585fc98-bfe4-461f-97fc-734055a2c3ce,characteristics of products,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
15952b07-e74b-4618-baf2-51f40a5edbc4,intermodalism,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
15a33d76-4640-438d-ae64-fdc0c1d3eebc,customer service,"[['K', 'K04', 'K041', 'K0417']]",preferredLabel
15c522eb-cd6d-4b00-9d95-db20c0f8df88,energy saving potential of automated shift systems,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
15d62faf-800d-452a-9b78-11846c4aaae9,chemical aspects of chocolates,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7,insurance law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,"[['K', 'K00', 'K003', 'K0031']]",preferredLabel
15e83051-b2dd-4231-a35f-60e1c6ad2fed,neoplasia,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
15f9284a-5385-42ac-92c7-b8352ea43c36,religious studies,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
1605025e-a179-421f-8f35-5b07d182a6b2,web analytics,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
16132f2b-cf61-4c53-ae8d-9023a8bab90b,telemarketing,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
1618ee1c-6753-456e-a171-3d7e5f75404a,good laboratory practice,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
16936223-285b-47e6-8c76-f60f26294c14,music therapy clinical practice,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
1697d506-a82b-45aa-9a2f-2b71d71e1789,water chemistry analysis,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
16af9bcb-5fca-4a65-bd59-8a407f009999,etiopathy,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
16b1f191-eafd-4821-a08a-9f0cc4e5a71a,pharmaceutical products,"[['K', 'K09', 'K091', 'K0916'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
16c8eade-5c2b-4c9c-a60d-6799dbc758a3,instrumentation equipment,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
16cd7594-f518-45db-bd9a-9cf2b5a59691,chemistry of wood,"[['K', 'K07', 'K072', 'K0722'], ['K', 'K05', 'K053', 'K0531']]",preferredLabel
16f22744-64f4-4798-8666-aea6d7d201fc,international waterways,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
1709f408-9965-489b-9805-8e1e5d9e483b,health care legislation,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
17702c40-e963-4593-847e-a332b1c9357e,Edmodo,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K04', 'K041', 'K0413']]",preferredLabel
177983da-20a1-451c-98e6-21e6b4ed97ae,sightseeing information,"[['K', 'K10', 'K101', 'K1015']]",preferredLabel
17924c75-45f4-4593-afac-eea0d51f04b5,defence standard procedures,"[['K', 'K10', 'K103', 'K1031']]",preferredLabel
17996b4f-1302-4bd7-a4c7-912b74feccf0,fine arts,"[['K', 'K02', 'K021', 'K0213']]",preferredLabel
17b8aac7-6444-4fcc-bb51-a158df61ffbc,electrical stimulation in acupuncture,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
17e18610-3f53-48e8-8d6d-4c9e9cd71f93,types of propellants,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
18077f24-52ea-4562-94ba-c7caab0d1033,entertainment industry,"[['K', 'K02', 'K021', 'K0215']]",preferredLabel
181621db-002a-4d8d-b9e8-21451e76115f,crime victims' rights,"[['K', 'K03', 'K031', 'K0312'], ['K', 'K04', 'K042', 'K0421']]",preferredLabel
183dfd0f-9965-4ecc-b42d-72dee6baeab8,dimension stone,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
18532b8f-360c-4e69-94f8-50795b07277a,wine blending,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
18591ccc-3c25-43eb-871a-b0fefeee3b93,forensic psychiatry,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
186ba200-6c13-4ffd-947d-dbfe75a2b985,quality criteria for livestock feed production,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
186da517-9a3e-41cd-9158-4001e3694459,organic farming,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
187f82c7-b165-4e6b-b327-704e38e85cdd,automotive diagnostic equipment,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
18edb12e-4f41-4ae0-8085-7513236580c8,optical glass characteristics,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
18fc46b6-0fb0-455c-9e91-083a95a4fdf6,circus aesthetics,"[['K', 'K02', 'K021', 'K0213'], ['K', 'K02', 'K021', 'K0215']]",preferredLabel
190be8c6-69a6-4aff-8320-473aee68d4c8,orthopaedic manual physiotherapy,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
19115dcc-8b12-4155-8c46-20ce4e9ec74f,laser engraving methods,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
191f7a8f-ad46-4279-b639-f113f5992310,electroplating metal materials,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
192043be-5700-40fd-9e21-52c8f1ba8b2e,cleaning products,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
192f3ca9-2232-40d0-b241-387966ce2de8,waste transport legislation,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
19629e11-885b-4f57-8eb0-5a3752f07d92,music therapy schools,"[['K', 'K01', 'K011', 'K0111']]",preferredLabel
198517e5-63bc-4337-bb33-6819bfa2f265,sparkling wines,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
19858dd3-a5fe-4855-b644-6ecfefd1c384,carpentry,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
198b614d-a9af-46f5-b3fd-2672b401dd8e,health and safety in the workplace,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
19931934-3d3f-4c9f-81a2-e962e02cfe01,work trains,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
19a8293b-8e95-4de3-983f-77484079c389,Java (computer programming),"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
19c0f84a-cd7a-41c0-af4d-c5c8cbf41d75,dog behaviour,"[['K', 'K05', 'K051', 'K0511'], ['K', 'K08', 'K084', 'K0841']]",preferredLabel
19c47caf-08b6-4430-9e09-0c11cb42c78a,tram network,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
19d82e9c-2801-4a83-8f81-c6ac4b0c02be,types of weave for wire mesh,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
19e63192-afc2-4c65-8673-f927ddb6719f,hop cultivation,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
19ec88aa-c0b1-4515-ba10-56b6cf27369e,electronic equipment standards,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
19ef6a77-394e-42e9-95bd-3e1131885f75,lip reading,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
19fad65e-26e4-432a-af72-b5a0371e0957,types of concrete forms,"[['K', 'K07', 'K073', 'K0731']]",preferredLabel
1a080b07-406e-4a2e-b316-fc766f2e6e2d,railway law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
1a163b43-9826-426f-9bda-05133a9f4bf3,milking operations,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
1a16f557-01fc-4d64-b25e-a51279a45992,car cleaning procedures,"[['K', 'K10', 'K101', 'K1011']]",preferredLabel
1a1a04b7-1d4c-414d-a791-7499ddb90a7f,functions of vessel deck equipment,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
1a369b5d-cf7a-4dc6-8d65-18b4e16949a2,composition of bakery goods,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
1a4490c8-e98b-49f0-bdc8-78484a978dc0,audiology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
1a539b09-1fd9-4a86-9c5d-fde7499a2f9d,election law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
1a59af95-f36a-4d99-a5ca-6a7a46e2ecb0,body language,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
1a6d5cbc-74e5-444c-8fb7-00cd7daf245e,solid-state chemistry,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
1a751830-e315-45f4-878d-b42563221e53,aquaculture legal documents,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
1aa0f58e-790d-4965-afd2-18c581481c0c,motor vehicle parts drawings,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
1acc3692-efa7-47d0-9deb-062e60b2208f,new vehicles on the market,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
1acf32e9-3cc6-4b3d-9d02-7cdf307743c3,fasciatherapy,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
1ad64d80-9350-42a7-9f86-37ef1501b0f1,Steiner principles,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
1b04fdae-b2b7-469d-bbe4-420a32b82071,chiropractic terminology,"[['K', 'K02', 'K023', 'K0232'], ['K', 'K09', 'K091', 'K0912'], ['K', 'K09', 'K091', 'K0915']]",preferredLabel
1b10c3de-1284-4c89-a9f9-762ad51a6ad7,trends in fashion,"[['K', 'K02', 'K021', 'K0212']]",preferredLabel
1b1c2d44-c487-4121-a2ed-dcda651f4d59,car controls,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
1b1cf435-46ba-4471-afda-5029b36b3862,government representation,"[['K', 'K03', 'K031', 'K0312']]",preferredLabel
1b61166d-0495-4f16-aff0-f564d3a8afb3,analytical chemistry,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
1b718a43-4295-44cc-9530-78323bbeb663,lab scale fermentation,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,sustainable footwear materials and components,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
1ba3a076-6517-4dd9-b461-eb23ca25fbe9,nuclear reprocessing,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
1bc407da-f2cf-41d3-a567-a21930660199,preventative measures against pests,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
1bc46d79-d290-4d2e-bf79-a634ea10e584,airport terminal standards,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
1bd24c22-f065-4ef9-adf4-068f01581987,occupational physiology,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
1bfd3bf6-a289-4c30-b0b0-16aae3434c39,creation of clinical psychological opinions,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,principles of animation,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
1c3a0f83-8ee5-4693-9e3d-f1546a59a653,types of packaging materials,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
1c460d2d-90c6-4fc9-ad49-febb6e15605a,pricing strategies,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
1c582939-d981-4325-a2ac-f87fc6cf2315,philosophy of mathematics,"[['K', 'K05', 'K054', 'K0541'], ['K', 'K02', 'K022', 'K0223']]",preferredLabel
1c5f1010-17aa-4a17-acd3-3bbef4fcd2b4,corrosion types,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
1c70f577-4c90-4fa9-9fc8-ac594c19dd52,horse riding,"[['K', 'K10', 'K101', 'K1014']]",preferredLabel
1c7fbce8-741b-416a-8b34-f9900e0ddd52,Shiva (digital game creation systems),"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
1ca140f8-d8aa-4e02-8ddc-31cbf75dd7ae,microwave principles,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
1cca610d-2afc-44a7-97fc-f2262fb5fc75,surveying,"[['K', 'K07', 'K073', 'K0731']]",preferredLabel
1ccde3e7-d2bb-4acb-bc8c-6831d7c13fc8,synthetic fertilisers,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
1ce4cddd-4a74-458e-a2d4-152ca939475a,OWASP ZAP,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
1d062465-89b3-4fd9-b043-0f4d6d386a52,media law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
1d0de98f-c5a6-4607-aea9-d432794f144b,classical languages,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
1d1b0108-3d56-45e2-bf0a-dca06a8ee5e3,bioethics,"[['K', 'K09', 'K091', 'K0914'], ['K', 'K05', 'K051', 'K0512']]",preferredLabel
1d4b74b0-1a48-48ec-a3cd-26cca0c212a3,biological chemistry,"[['K', 'K05', 'K051', 'K0512'], ['K', 'K05', 'K053', 'K0531']]",preferredLabel
1d58c862-1100-438a-bea7-34e0c2a36055,analytical methods in biomedical sciences,"[['K', 'K05', 'K054', 'K0541']]",preferredLabel
1d7855f1-e7a9-42ad-bf0a-971591801831,aviation English,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,solution deployment,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
1ddbdcfe-f99e-4a46-a2c4-f21854161e60,graphite,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,Drupal,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
1e1b2e9d-7254-4389-a432-433a932ee1ae,shipping industry,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
1e38f5be-bb7d-42c5-8301-c16cf400f8ee,energy,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
1e3e0736-6d4a-4a65-8787-1fa16bff5660,explosives,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
1e9bd245-3118-45e0-83e4-751f2ce556e5,alcoholic beverage products,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
1edc9d4c-66b5-4268-9b7c-917d3e4b4dc7,expert services in clinical psychology,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
1f56f042-27cd-4ef0-8a57-28860af950e7,photonics,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
1f62da1b-5968-4336-a2c0-5f05581ebe00,astrology,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
1f632076-fd9b-4b18-a9a2-b59a59181d3e,urban planning law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
1f67e478-292c-4db6-9f95-ef34f1e4ff9f,upholstery tools,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
1f857013-3fbc-4205-b904-fe6506744687,leather goods manufacturing processes,"[['K', 'K07', 'K072', 'K0723'], ['K', 'K07', 'K072', 'K0722']]",preferredLabel
1f88f206-d3ad-419f-a1f9-1bcbdb73e740,sexology,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
1f8da935-0e8f-4d93-a2f8-2d0f727c7167,variety of cheese,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,crowdfunding,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
1fdbb8ac-0f77-4261-b28c-6ff6a46ad096,rail design engineering,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
1fea0bc2-a6fa-4fe8-b36f-7a3194f8ed1c,electricity principles,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
1ff53c92-370d-414b-b758-b0a1b8026853,check methods,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
1ff7863f-6242-4635-ac1a-9cfabc5099ec,fortune-telling techniques,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
1ffdea5d-cd82-490f-bebe-22db7e0a5f45,types of concrete pumps,"[['K', 'K07', 'K073', 'K0731']]",preferredLabel
202f1c12-c6c7-4726-b721-ad71df8c1551,types of aromatherapy treatments,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
203083ca-b051-4c28-8986-fc8731bacee5,sustainable finance,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
204713d1-a658-435b-b495-765866715755,construction legal systems,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
204cd81a-b1f0-467c-8c5c-17e723eb62fd,operation of different engines,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
2052d546-c8ed-4595-a2e2-49247063372b,neurophysiology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
206d0e14-25b4-4b2e-b5ac-24239df46282,footwear bottoms pre-assembly,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,"[['K', 'K07', 'K071', 'K0710']]",preferredLabel
20b1d521-3d18-4b59-aee5-aaf296170c1b,electronic signals intelligence,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
20b70928-55dd-4a08-9e67-eeb401d1a56f,biomechanics of sport performance,"[['K', 'K10', 'K101', 'K1014']]",preferredLabel
20cafa47-c3e5-4ab6-83dc-f948183a38fc,fishing industry,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
20e16be3-80b0-46bd-8b5e-ad9aa1ddf608,water pressure,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
21001631-9b3b-43d8-8a43-3bd54af4a310,types of foil printing machines,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
21060b7c-9a12-4fb9-a086-3757e7941c95,types of table saws,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
2180bd8c-86de-4889-8165-adac902eee9d,embedded systems,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
219dd03d-4168-416a-be40-f4becca55130,Engrade,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K04', 'K041', 'K0413']]",preferredLabel
21a3967a-dca2-4efa-9e5f-943f15527a47,international tariffs,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
21a40266-69b6-48be-b882-38b2f55fd703,cosmetic pedicure,"[['K', 'K10', 'K101', 'K1012']]",preferredLabel
21c27eba-bd1f-42f5-a1d5-c250227030f7,electricity consumption,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
21d2f96d-35f7-4e3f-9745-c533d2dd6e97,computer programming,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
21d61f14-8fe3-4066-aed7-a0c4e0620d8e,reflexology,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
21dd999b-c5cc-4cec-8a9f-33f07079c12e,broadcast equipment,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
21dfab2e-f954-49ab-8fb6-18cc98cf10bb,geometry,"[['K', 'K05', 'K054', 'K0541']]",preferredLabel
21e0cad8-4eef-42be-b18b-0f8e37f0dbd0,product life-cycle,"[['K', 'K04', 'K041', 'K0413'], ['K', 'K07', 'K072', 'K0729']]",preferredLabel
2200e940-ad43-4828-8727-47c4afcbc351,assembling processes and techniques for cemented footwear construction,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
221a3714-9a9e-43a4-869e-184bbea5e32d,local area tourism industry,"[['K', 'K10', 'K101', 'K1015']]",preferredLabel
22225017-a02e-4171-8775-64c3adc87512,automatic meter reading,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
2267e532-303d-460c-9acf-56a70ea60c0a,city road network,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
226bed46-7b67-4dad-9f2f-0c77e381e845,special equipment in emergency,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
2284d858-5836-48c6-8c70-86bf2b62e462,toys and games industry,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
22a40965-a2c7-43c4-853e-e0fd412383bd,chemical preservation,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
22c45bf7-e52b-475f-847b-c32a87f65a5d,circular economy,"[['K', 'K07', 'K072', 'K0729']]",preferredLabel
2336b108-a59b-4ff0-84c4-d838b4d297bd,timber products,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
23370aae-b3fa-4724-9b3f-6437747b5df8,signal boxes,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
2362e36f-04e1-44be-b278-ba18ede03d28,baby care,"[['K', 'K09', 'K092', 'K0922']]",preferredLabel
23759dba-1abd-4865-b0f9-608012348870,geothermal power plant operations,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
237db40b-4600-47c0-837f-4a2c4f3014ab,project management principles,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
